,lot_area,year_built,year_remod/add,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_cars,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,saleprice,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,street_Pave,alley_Grvl,alley_Pave,utilities_NoSeWa,utilities_NoSewr,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,bsmt_qual_Ex,bsmt_qual_Fa,bsmt_qual_Gd,bsmt_qual_TA,heating_GasW,heating_Grav,heating_OthW,heating_Wall,central_air_Y,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,fence_GdPrv,fence_GdWo,fence_MnPrv,fence_MnWw
875,12929,1960,1993,1081.0,1081,0,1,0,3,1,5,0,1.0,36,82,0,0,0,0,148000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
876,9316,1965,1965,1024.0,1020,0,2,0,3,1,5,0,1.0,171,0,0,0,0,0,124100,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
877,12122,1961,2007,944.0,999,0,1,0,3,1,6,0,2.0,144,76,0,0,0,0,178400,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
878,7711,1977,1977,1440.0,1440,0,2,0,4,2,8,0,0.0,321,0,0,0,0,0,150000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
879,12352,1998,1999,853.0,853,900,2,1,3,1,7,1,2.0,0,74,0,0,0,0,217000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
880,12447,2005,2006,1100.0,1116,848,2,1,3,1,8,1,2.0,200,70,0,0,0,0,252000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
881,7500,2006,2006,1141.0,1141,0,1,1,3,1,6,0,2.0,182,0,0,0,0,0,152000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
882,6120,1929,2001,832.0,854,0,1,0,2,1,5,0,2.0,48,112,0,0,0,0,132000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
883,9576,1945,1950,770.0,885,297,1,1,3,1,5,0,1.0,0,0,0,0,0,0,120000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
884,9942,2005,2006,1606.0,1625,466,2,1,3,1,8,1,2.0,194,84,0,0,0,0,338500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
885,7898,1920,1994,576.0,985,0,1,0,2,1,4,0,2.0,0,0,0,0,0,0,105000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
886,21872,1996,1997,729.0,729,717,2,1,3,1,6,1,2.0,264,22,0,0,0,0,175000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
887,10005,1977,1977,1160.0,1156,866,2,1,4,1,8,1,2.0,288,117,0,0,0,0,192000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
888,12393,2004,2005,847.0,847,1101,2,1,4,1,8,1,2.0,100,48,0,0,0,0,195000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
889,9000,2008,2008,768.0,786,804,2,1,3,1,6,0,2.0,0,30,0,0,0,0,210000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
890,7875,2003,2003,847.0,847,1101,2,1,4,1,8,1,2.0,0,48,0,0,0,0,211000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
891,6000,1936,1950,672.0,757,567,1,0,3,1,6,0,1.0,0,0,0,0,0,0,128000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
892,10175,1964,1964,1425.0,1425,0,2,0,3,1,7,1,2.0,0,0,0,407,0,0,180500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
893,13600,1900,1950,662.0,1422,915,2,0,5,2,10,0,2.0,0,57,0,0,0,0,90000,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
894,12172,1940,1996,822.0,908,0,1,0,2,1,4,0,2.0,284,24,0,0,192,0,138500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
895,10237,2006,2006,738.0,738,754,2,1,3,1,8,0,2.0,0,32,0,0,0,0,169985,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
896,7000,1961,1961,1150.0,1150,0,1,0,3,1,6,0,1.0,0,0,0,0,162,0,146000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
897,11228,1993,1993,1080.0,1080,1017,2,1,3,1,9,1,3.0,196,187,0,0,0,0,228000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
898,8000,1959,1959,1256.0,1256,0,1,1,3,1,6,0,1.0,0,240,0,0,0,0,159000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
899,10728,2006,2006,1095.0,1095,844,2,1,3,1,8,1,3.0,192,51,0,0,0,0,266000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
900,6000,1924,1950,816.0,816,750,1,1,5,1,7,0,2.0,24,0,296,0,0,0,139000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
901,6931,1955,1955,784.0,784,0,1,0,2,1,4,0,0.0,112,0,0,0,0,0,91900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,8760,2006,2006,1489.0,1500,0,2,0,3,1,7,1,2.0,144,38,0,0,0,0,212999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
903,16033,2004,2005,1833.0,1850,0,2,0,3,1,8,1,3.0,519,112,0,0,0,0,326000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
904,9024,2004,2004,789.0,813,702,2,1,3,1,8,1,2.0,0,75,0,0,0,0,179000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
905,11563,2006,2007,1518.0,1537,0,2,0,3,1,8,0,3.0,0,26,0,0,0,0,294000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
906,1680,1972,1972,483.0,483,504,1,1,2,1,5,0,1.0,0,0,0,0,0,0,97000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
907,8760,2006,2006,1391.0,1391,571,2,1,3,1,7,0,3.0,0,90,0,0,0,0,239799,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
908,9600,1961,1990,1251.0,1433,0,1,0,3,1,7,1,2.0,144,0,205,0,0,0,161000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
909,4435,2003,2003,848.0,848,0,1,0,1,1,3,0,2.0,140,0,0,0,0,0,136500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
910,1680,1972,2007,483.0,483,504,1,1,2,1,5,0,1.0,250,0,0,0,0,0,118000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
911,7599,1982,2006,845.0,845,0,1,0,2,1,4,0,2.0,0,0,0,0,0,0,129500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
912,7264,1925,2007,952.0,952,596,2,1,3,1,5,0,2.0,74,0,0,0,144,0,205000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
914,11825,2006,2007,1694.0,1694,0,2,0,3,1,7,1,3.0,0,112,0,0,0,0,322400,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
915,10200,2007,2007,1578.0,1602,0,2,0,3,1,7,1,3.0,0,48,0,0,195,0,293200,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
916,8849,2005,2005,1684.0,1684,0,2,0,2,1,6,1,2.0,495,72,0,0,0,0,266000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
917,11184,1978,1978,918.0,918,765,2,1,3,1,7,1,2.0,243,0,0,0,0,0,172500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
918,8820,1890,1996,1088.0,1188,561,1,0,2,1,7,0,2.0,48,0,244,0,0,0,124900,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
919,6615,1923,1950,1022.0,1432,0,1,0,3,1,6,1,1.0,266,61,0,0,0,0,149000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
920,8773,2004,2004,1414.0,1414,0,2,0,3,1,6,0,2.0,132,105,0,0,0,0,185500,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
921,11088,2002,2002,1348.0,1358,0,1,1,1,1,5,1,2.0,68,166,0,0,0,0,220000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
922,9158,2007,2007,1496.0,1496,0,2,0,3,1,7,0,2.0,168,130,0,0,0,0,225000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
923,8280,1950,1950,932.0,932,0,1,0,2,1,4,1,1.0,0,0,214,0,0,0,124000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
924,8544,1950,1950,0.0,1040,0,2,0,2,2,6,0,2.0,0,0,0,0,0,0,92900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
925,8635,1925,1950,1072.0,1072,0,1,0,2,1,5,0,5.0,0,0,105,0,0,0,126500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
926,12735,1972,1972,864.0,864,0,1,0,3,1,5,0,2.0,216,0,0,0,0,0,111250,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
927,11000,2000,2000,969.0,997,1288,2,1,4,1,8,1,3.0,0,56,0,0,0,0,248000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
928,7590,1963,1963,1117.0,1117,0,1,0,3,1,6,0,1.0,0,0,0,0,0,0,136870,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
929,4435,2003,2003,848.0,848,0,1,0,1,1,4,0,2.0,140,0,0,0,0,0,133000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
930,10152,1956,1956,1048.0,1048,0,1,0,3,1,6,0,1.0,0,20,0,0,192,0,135000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
931,10295,1969,1969,936.0,936,0,1,0,2,1,4,0,1.0,16,0,0,0,0,0,111900,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
932,7763,1962,1980,931.0,1283,0,1,0,3,1,6,0,2.0,0,0,0,0,0,0,140000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
933,17120,1959,1959,0.0,1120,468,2,0,4,1,7,1,2.0,0,59,0,0,0,0,134432,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
934,13870,2006,2007,1742.0,2042,0,2,0,3,1,8,1,3.0,240,52,0,0,174,0,455000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
935,10120,1994,1994,1165.0,1203,1323,2,1,4,1,8,1,3.0,309,78,0,0,0,0,290000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
936,10820,1999,1999,988.0,988,885,2,1,3,1,7,1,2.0,202,123,0,0,0,0,235500,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
937,9600,1900,2004,780.0,940,476,1,0,3,1,7,0,2.0,0,24,0,0,0,0,156500,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
938,8121,2000,2000,953.0,953,711,2,1,3,1,7,1,2.0,100,40,0,0,0,0,172400,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
939,11639,2007,2008,1428.0,1428,0,2,0,3,1,6,0,2.0,0,120,0,0,0,0,182000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
940,13758,2005,2006,1792.0,1792,0,2,0,2,1,6,1,3.0,204,49,0,0,0,0,372397,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
941,9771,1995,2002,1077.0,1093,1721,2,1,4,1,9,1,2.0,48,32,0,0,216,0,260000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
942,9000,1919,1950,610.0,819,0,1,0,2,1,4,0,0.0,0,0,0,0,0,0,72000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,10320,1915,1950,536.0,808,536,2,0,3,2,8,0,0.0,42,0,204,0,0,0,82375,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,10448,1972,1972,689.0,1378,741,2,1,3,1,7,1,2.0,0,104,0,0,0,0,158000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
945,8635,1948,2001,672.0,1072,213,1,0,2,1,6,0,1.0,0,0,0,0,0,0,127000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
946,11980,1987,1987,1433.0,1433,0,1,1,1,1,4,2,2.0,0,278,0,0,266,0,270000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
947,12327,1983,2009,1496.0,1496,636,1,1,1,1,5,1,2.0,349,40,0,0,0,0,316600,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
948,11512,1959,2006,1019.0,1357,0,1,0,2,1,5,1,1.0,0,0,0,0,163,0,177000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
949,14684,1990,1991,2158.0,2196,0,2,0,3,1,7,1,3.0,84,70,0,0,0,0,271900,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
950,2665,1976,1976,264.0,616,688,1,1,3,1,4,1,1.0,141,24,0,0,0,0,115000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
951,5250,1872,1987,684.0,938,1215,2,0,4,1,8,0,0.0,0,54,20,0,0,0,122000,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
952,18044,1986,1986,279.0,2726,0,2,1,2,1,6,1,2.0,216,64,169,0,0,228,315000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
953,9245,2006,2006,939.0,939,858,2,1,3,1,8,0,2.0,144,53,0,0,0,0,213500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
954,7200,1950,1950,0.0,1040,0,1,0,2,1,5,0,2.0,0,0,0,0,0,0,109500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
955,6000,1948,1950,789.0,789,0,1,0,2,1,5,0,1.0,0,0,0,0,0,0,115000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
956,3628,2004,2004,1143.0,1143,0,1,1,1,1,5,1,2.0,0,191,0,0,0,0,176400,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
957,9156,1968,1968,1489.0,1489,0,2,0,3,1,7,1,2.0,0,0,0,0,0,0,185750,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
958,9066,1999,2000,1004.0,1004,848,2,1,3,1,7,2,3.0,224,106,0,0,0,0,230000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
959,6410,1958,1958,960.0,960,0,1,0,3,1,5,0,0.0,0,0,0,0,0,0,90000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
961,7244,1970,1970,768.0,768,0,1,0,2,1,5,0,2.0,104,0,0,0,0,0,129500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
962,10152,1956,1994,1124.0,1124,0,1,0,3,1,6,1,1.0,0,211,180,0,142,0,153000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
963,3000,2009,2009,612.0,612,612,2,1,2,1,4,0,2.0,0,234,0,0,0,0,173733,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
964,7500,2006,2007,1100.0,1100,0,1,1,3,1,6,0,0.0,0,136,0,0,0,0,146000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
